"Mship No","Company Name","Address","Name","Ph (Off)","Email","Business Sector(s)","Business Speciality"
"126115-A","RR TRADERS","22-G, NEAR SHAH HOTEL, MCLEOD ROAD, SAFA MARWA MARKET, LAHORE","MR. RAZWAN ASGHAR - Proprietor","","","AUTO PARTS","AUTO PARTS"
"126146-A","AL-SYED AUTO SPARE PARTS","GULSHAN E HAIDER, SCH # 8, KARIM PURA, LAHORE","MR. ALI AKBAR SHAH - Proprietor","","","AUTO PARTS","BEAM HOLDER"
"126377-A","WORKMAN ENGINEERING WORKS","14, 2 HABIB PARK, G.T ROAD, DAROGHAWALA, LAHORE","MR. ALMAS AHMAD - Proprietor","","","AUTO PARTS","GLASS INDUSTRIES PARTS"
"127288-A","AUTO LINKS","ST # 1 KHWT, OFFICE # 981 NEAR RAVI TOLL PLAZA, HAMID UD DIN PARK SAGGIAN BY PASS ROAD, NAIN SUKH, LAHORE","MR. SHAHZAD ASHRAF - Proprietor","","shahzadashraf03244790663@gmail.com","AUTO PARTS","AUTO PARTS"
"127521-A","I.S ENTERPRISES","120-A, NEW MUSLIM TOWN, LAHORE","MR. SALMAN EJAZ - Proprietor","","","AUTO PARTS","REDIATOR MANUFACUTRING"
"127772-C","M.Y ENGINEERING","PLOT NO.46, BLOCK-D, GAWALA COLONY, CHUNGI AMAR SADHU, LAHORE","MR. MUHAMMAD YASIN - Proprietor","","m.yengineeringlhr@gmail.com","AUTO PARTS","RICKSHAW/MOTORCYCLE PARTS"
"128134-C","HAQ BAHU ENGINEERING","129, E-BLOCK, MULTAN ROAD, MUHAFIZ TOWN, LAHORE","MR. ARSLAN TAHIR - Chief Executive","","arslan.tahir@yahoo.com","AUTO PARTS","TRACTOR PARTS"
"128257-C","CORRECT AUTO INDUSTRIES","18-AL NOOR INDUSTRIAL ZON 22-KM- LAHORE ROAD, LAHORE","MR. NAVEED REHMAN - Partner","042-36283345","sales@correctbiz.com","AUTO PARTS","AUTO RADIATOR, AUTO CONDENSER, HEATER CORE AND FAN SHROUD"
"128859-A","FAREED ENTERPRISES","KHEWAT NO.14, KHATONI NO.64 TO 91, MOUZA MOMINPURA, LAHORE","MR. MUHAMMAD YASEEN - Proprietor","","yaseen.shabbir35@gmail.com","AUTO PARTS","MOTORCYCLES PARTS (BIKE ALUMINIUM PARTS)"
"128862-A","SALEEM SONS","HOUSE # 3, AMIR TOWN, MADINA PARK ROAD, HARBANSPURA, LAHORE","MR. MUHAMMAD SHAHZAD SALEEM - Proprietor","","saleemsons@hotmail.com","AUTO PARTS","MOTOCYCLE BATTERIES"
"12913-C","M.A. NAWAZ & BROTHERS","41-A SHALIMAR LINK ROAD LAHORE","MR. MUHAMMAD ASHRAF - Partner","042-36822917 042-36863073","","AUTO PARTS","AUTO PARTS"
"129349-C","RAVI FORGINGS (PVT) LTD","2-5 KM, DEFENCE ROAD, RAIWIND ROAD, OFF BOHBTIAN CHOWK LAHORE","MR. FAHAD IQBAL - Director","042-37164321 042-37164324","ghulam.murtaza@raviforgings.com","AUTO PARTS","CLUTCH, TIE RODS, BALL JOINTS, CONNECTING RODS"
"130034-C","POWER AUTO INDUSTRY","P-405, GUJJAR STREET, BEHIND ATTOCK PETROLIUM, G.T ROAD, MOMAN PURA, LAHORE","MR. MUHAMMAD ABBAS - Partner","","","AUTO PARTS","AUTO PARTS"
"130135-A","HAFEEZ ENGINEERING","ASHIQUE TOWN, NEAR HAIDERY FLOOR MILL, SHARIFPURA, RING ROAD, LAKHODAIR, SHALIMAR TOWN, LAHORE","MR. MUHAMMAD HAFEEZ - Proprietor","","","AUTO PARTS","AUTO PARTS"
"130138-A","PROTECH ENGINEERS","132, G.T ROAD, BAGHBANPURA, LAHORE","MR. AWAIS KARNI - Proprietor","042-36850273","protechengnrs@gmail.com","AUTO PARTS","MANUFACTURER OF AUTO PARTS"
"130319-C","USMAN INDUSTRY (PVT) LTD.","646/11, SARFRAZ RAFIQUI ROAD, SADDAR, LAHORE","MR. SALAH UD DIN - Director","042-36671256","usmanengg@link.net.pk","AUTO PARTS","AUTO PARTS"
"130686-C","AMM ENGINEERING INDUSTRY","PLOT # 66-67, SHARIF SOCIETY, BHAMA VILLAGE, BUND ROAD, LAHORE","MR. ABDUL MOIEZ - Partner","","aaalaw83@yahoo.com","AUTO PARTS","AUTO PARTS"
"130775-C","NJF ENGINEERING SERVICES","5-A, AL-JANNAT TOWN NEAR GENERATOR FACTORY , 5-KM RAIWIND ROAD ILAQA NAWAB SAHIB, LAHORE","MR. FAWAD AHMAD - Proprietor","","njfengineeringservices@gmail.com","AUTO PARTS","AUTO PARTS"
"131512-C","MAKKAH CHAIN COMPANY","AL-KABEER GARDEN, BHAMAAN, LAHORE","MR. SALEEM KHAN - Proprietor","","makkahchain@gmail.com","AUTO PARTS","AUTO PARTS"
"14794-C","RAVI INTERTRADE & SERVICES (PVT) LTD","21-A,BLOCK-K GULBERG-II LAHORE","MR. HUMAYUN EJAZ AKBAR - Director","042-35713022 042-35713023","Sl1@BRAIN.NET.PK","AUTO PARTS","Auto Parts"
"15979-C","HYBRID TECHNICS (PVT) LTD","9- FANE ROAD LAHORE","SYED MUHAMMAD MOHSIN - Chairman","042-37121783 042-37121784","kumail@hybridtechnics.com","AUTO PARTS","Cdi,Rectifiers,Ignition Coil, Flashers,Door Switch For Coure"
"17263-C","AUTOMOTIVE COMPONENTS LTD","113/7,INDUSTRIAL ESTATE KOT LAKHPAT LAHORE","MR. NAEEM-UL-HAQ - Director","042-35117911","ACLVDO@BRAIN.NET.PK","AUTO PARTS","TRACTOR METER,SPEEDO METERS,MOTORCYCLE,MOVEMENT KIT"
"17571-C","THERMOSOLE INDUSTRIES (PVT) LTD","140- MAIN INDUSTRIAL AREA KOT LAKHPAT, LAHORE","SYED NABEEL HASHMI - Chief Executive","042-35118512 042-35117859","hashmi@thermosole.com","AUTO PARTS","AUTO PARTS/PACKAGING"
"17952-C","ALPINE INDUSTRIALCON (PVT) LTD.","305/2 - G.T. ROAD, BAGHBANPURA, LAHORE","MR. KASHIF AHMAD - Chief Executive","042-36862771 042-36852313","alpinelahore@hotmail.com","AUTO PARTS","CONNECTING ROD, PISTON, CRANKSHAFT, PISTON PINS"
"18133-C","MGA INDUSTRIES (PVT) LTD","162-S, QUAID-E-AZAM INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MR. MUHAMMAD ASLAM MALIK - Chief Executive","042-35118436 042-35115962","tahir@mgaautos.com","AUTO PARTS","AUTO PARTS"
"18286-C","STANDARD ENGINEERING WORKS (PVT) LTD","BEHIND UNI FORM FACTORY, 14-KM, MULTAN ROAD, LAHORE","MR. NADEEM ABID - Chief Executive","042-37510148 042-37515206","info@standard-engg.com","AUTO PARTS","AUTO PARTS"
"19742-C","BRITER ENGINEERING COMPANY (PVT) LTD","24-MAIN INDUSTRIAL AREA, KOT LAKHPAT, LAHORE","MR. ADEEL FAROOQ BUTT - Director","042-35152033 042-35152034","adeelbutt@briter.com.pk","AUTO PARTS","AUTO PARTS"
"19933-C","SHALIMAR FILTER INDUSTRIES","NEW ABADI, OPP.MOMANPURA TELEPHONE EXCHANGE, BHATA STOP, G.T. ROAD, LAHORE","MR. MUHAMMAD UMAR FAROOQ - Managing Partner","042-36556735 042-36556736","national_filters@yahoo.com","AUTO PARTS","AUTO FILTER"
"20963-C","A.N. ENGINEERING INDUSTRIES","OPP.GRID STATION CHUNG 19-KM MULTAN ROAD LAHORE","RANA USMAN NAWAZ - Partner","042-37511421 042-37511422","info@valveguide.com.pk","AUTO PARTS","AUTO PARTS"
"22101-C","STAHLCO DOMESTIC PRODUCTS (PVT) LTD","21-K.M- FEROZEPUR ROAD, LAHORE","MR. ASIF REHAN DAR - Chief Executive","042-35271345 042-35271346","stahlco@brain.net.pk","AUTO PARTS","AUTO PARTS"
"23866-C","TURNER SMITH & CO.","SHABNAM CENTRE, SHALIMAR LINK ROAD, MUGHALPURA, LAHORE","MR. ARSHAD IQBAL - Proprietor","042-36842050 042-36848308","turnersmith@hotmail.com","AUTO PARTS","AUTO PARTS, TEXTILE & TRACTOR PARTS"
"24196-C","METALINE INDUSTRIES (PVT) LTD","SHAHPUR, 14 K.M MULTAN ROAD LAHORE","MR. RAZZAK AHMED - Chief Executive","042-37512371 042-37512375","info@metalinegroup.com","AUTO PARTS","AUTO PARTS"
"25156-C","NATIONAL AUTOMOTIVE COMPONENTS (PVT) LTD","S-38 R-23-C/1, NEAR NIGAR CINEMA, CIRCULAR ROAD, LAHORE","MR. SALMAN SALEEM - Chief Executive","042-37991113 042-37991114","info@nac.com.pk","AUTO PARTS","AUTO PARTS"
"26094-C","PANTHER SPORTS & RUBBER INDUSTRIES (PVT) LTD","MAIN HARBANSPURA ROAD, MOUZOA CHANDIAN, P.O. TAJ PURA, LAHORE","MIAN MUHAMMAD WAQAR AHMAD - Chief Executive","042-36631159","panthersportspk@hotmail.com","AUTO PARTS","AUTO PARTS & BLADDER"
"26329-C","MERALASTIK RUBBER & ENGINEERING PRODUCTS","MADINA TOWN, G.T.ROAD P.O.BATAPUR LAHORE","MR. MUHAMMAD NAZIR - Managing Partner","042-36523166","info@meralastik.com","AUTO PARTS","RUBBER AND RUBBER TO METAL BONDED PARTS"
"27267-C","HONDA ATLAS CARS (PAKISTAN) LIMITED","43-KM. MULTAN ROAD, MANGA MANDI, LAHORE,PAKISTAN","MR. MAQSOOD-UR-REHMAN REHMANI - General Manager","042-35871100 042-35871109","info@honda.com.pk","AUTO PARTS","AUTO CARS"
"27639-C","MILLAT EQUIPMENT LIMITED","10-K.M- RAIWIND ROAD, LAHORE","MR. AHSAN IMRAN - Chief Executive Officer","042-35322715 111-200-787","info@millatgears.com","AUTO PARTS","AUTO PARTS"
"28080-C","FABMAN ENGINEERS (PVT) LTD","5-KM, TURKEY INDUSTRIAL ESTATE, BEHIND HIRA FLOUR MILLS, LAKHODAIR, LAHORE","MR. TARIQ NAZEER - Director","","efabman@yahoo.com","AUTO PARTS","AUTO PARTS"
"28279-C","SANPAK ENGINEERING INDUSTRIES (PVT) LTD","24-BANK SQUARE MARKET, MODEL TOWN, LAHORE","CH. MUHAMMAD ASHRAF - Director","042-35393361 042-35393364","accounts@sanpak.bz","AUTO PARTS","AUTO AIR CONDITIONING SYSTEM"
"29296-A","FEBCON ENGINEERING CO","DATA NAGAR, 24-C, SHER SHAH ROAD, BADAMI BAGH, LAHORE","MR. IFTIKHAR AHMED - Managing Partner","042-37609022 042-37282983","info@febconengg.com","AUTO PARTS","AUTO PARTS"
"29889-C","JAHANGIR BROTHERS (PVT) LTD.","GUJARPURA SCHEME, CHINA ROAD, LAHORE","MR. HAMZA JAHANGIR - Chief Executive","042-36880022 042-36880023","weezir@gmail.com","AUTO PARTS","BRAKE LININGS, CLUTCH LINING"
"30402-C","KOR TECH AUTO INDUSTRIES (PVT) LTD","16-K.M. MULTAN ROAD, SHAHPUR KANJRAAN, LAHORE","MR. USMAN ASLAM MALIK - Director","042-37510103 042-37510104","info@kortechradiator.com","AUTO PARTS","AUTO MOTIVE PARTS & ACCESSORIES"
"30856-C","TEEL ELECTRONICS (PVT) LTD","162/S, QUAID-E-AZAM INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MALIK TAHIR JAVAID - Director","042-35115962 042-35118436","tahir@mgaautos.com","AUTO PARTS","AUTO SPARE PARTS"
"31958-C","GUARD FRICTION (PVT) LIMITED","8-K.M- RAIWIND ROAD, LAHORE","MR. SHAHBAZ ALI MALIK - Director","042-35320901","guard57@yahoo.com","AUTO PARTS","GUARD BRAKE LINING."
"32551-C","T.M. RUBBER (PVT) LTD","603-606 & 617, SUNDER INDUSTRIAL ESTATE, RAIWIND ROAD, LAHORE","MR. TANVEER HAYAT MIR - Chief Executive","042-35297735 042-35297736","info@tmr.com.pk","AUTO PARTS","AUTO RUBBER PARTS"
"32949-C","AL-BADAR ENGINEERING WORKS","JIA MUSA SUIGAS ROAD SHAHDARA LAHORE","MR. MOQADDAS ALEEM - Proprietor","042-37609393","al_bcw@yahoo.com","AUTO PARTS","AUTO PARTS"
"33530-C","NAFEES AUTO PARTS MANUFATURERS","GUJARPURA SCHEME NEAR POWER STATION BUND ROAD/CHINA ROAD LAHORE","MR. IQBAL MAJEED - Proprietor","042-37602979 042-36861263","BITURBO@BITURBO.COM.PK","AUTO PARTS","AUTO PARTS"
"35024-C","HAMEED ENGINEERING WORKS","HASSAN PARK GHOREY SHAH LAHORE","MR. ABDUL WAHEED KHAN - Proprietor","042-36854790","hameedengg@hotmail.com","AUTO PARTS","AUTO PARTS"
"35254-A","UNIVERSAL PISTON HOUSE","161-GRAIN MARKET, BADAMI BAGH, LAHORE","MR. MUHAMMAD JAVAID - Proprietor","042-37727152 042-37727151","uph@brain.net.pk","AUTO PARTS","AUTO PARTS 3-WHEEL ROAD ROLLER SPARE PARTS."
"36370-C","INFINITY ENGINEERING (PVT) LTD.","13-K.M- SHEIKHUPURA ROAD, LAHORE","MR. ABDUR RAZZAQ GAUHAR - Chief Executive","042-37164081 042-37164082","info@infinityengg.com","AUTO PARTS","AUTO PARTS"
"36581-C","GANDHARA SPRING COMPANY","NEAR ATTOCK OIL PETROL PUMP, 15-K.M, G.T. ROAD, SALAMAT PURA, LAHORE","MALIK MERAJ-UD-DIN - Proprietor","042-36552214 042-36552215","malikmeraj@hotmail.com","AUTO PARTS","AUTO LEAF SPRING"
"37529-A","SILVER AUTO STORE","SUIT # 4, MEZZANINE FLOOR, BUILDING 71 BLOCK A1, P&D SOCIETY PHASE 1, LAHORE","MR. MUHAMMAD RAHEEL ARIF - Proprietor","","silverautostore@gmail.com","AUTO PARTS","AUTO PARTS"
"37776-C","R.K. GEARS (PVT) LTD","145-S SMALL INDUSTRIAL ESTATE KOT LAKHPAT LAHORE","MR. MUMSHAD ALI - Director","042-35215757 042-35215758","info@rkgears.com.pk","AUTO PARTS","AUTO PARTS"
"38236-A","WAHID INDUSTRIES","FAYYAZI STREET, DULLO KHURD, 21-K.M., FEROZEPUR ROAD, LAHORE","MR. AMIR SOHAIL - Partner","042-35273885 042-35276205","UPH@BRAIN.NET.PK","AUTO PARTS","AUTO PARTS"
"38380-C","PRECISION PRODUCTS ENTERPRISES (PVT) LTD","252-S,INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MR. RAFAY NIAZ HASAN - Director","042-35123419 042-35123420","info@pp-ent.com","AUTO PARTS","AUTO PARTS"
"40661-A","MUGHAL METAL CRAFT","OPP: MUMTAZ BAKHTAWAR HOSPITAL,NEAR MURFY MSDICINE FACTORY, 8-KM RAIWIND ROAD, SARDAR TOWN, LAHORE","MR. ABDUL AZEEM MUGHAL - Managing Partner","042-35322066","mmc@wol.net.pk","AUTO PARTS","AUTO PARTS"
"41370-C","HALCYON PAKISTAN (PVT) LTD.","OFFICE NO.512, 5TH FLOOR, AL-QADIR HEIGHTS, 1-BABAR BLOCK, NEW GARDEN TOWN, LAHORE","MR. SHABBIR HUSSAIN - Chief Executive","042-35842863","info@halyconpak.com","AUTO PARTS","MOTORCYCLE RIM, SILENCER"
"41392-A","WHEEL WALKER CORPORATION","21 HABIBULLAH ROAD LAHORE","MRS. NAHEED ASAD - Proprietor","042-37700686","","AUTO PARTS","BRAKE FLUID"
"41801-C","ASKA ENGINEERING (PVT) LTD","12-K.M SHEIKHUPURA ROAD LAHORE","MR. AKHTAR SAEED - Chief Executive","042-37164175","INFO@ASKAENGINEERING.COM","AUTO PARTS","AUTO SPARE PARTS"
"42093-C","AUTO TECH INDUSTRIES","HEAD OFFICE, 68-BADAMI BAGH CENTER, GENERAL BUS STAND, BADAMI BAGH, LAHORE","MR. AMIR AYUB - Managing Partner","042-37724648 042-37724649","autotek109@hotmail.com","AUTO PARTS","AUTO PARTS"
"43291-A","SARDAR ENTERPRISES","9/21-JINNAH PARK INDUSTRIAL AREA, GULBERG-II LAHORE","MR. MUHAMMAD WASEEM SARDAR - Proprietor","042-35760143","sardargroup786@yahoo.com","AUTO PARTS","Auto Parts,Body Bush,Upper Control Bush,Cutt Bush"
"44326-C","RISAN SYNTHETIC TECHNIC","58-D, PHASE 5, DHA, LAHORE","MR. IFTIKHAR AHMAD - Proprietor","","risan.rist@gmail.com","AUTO PARTS","SPECIALIST IN MOTORCYCLE BODY PARTS"
"44603-C","KAD KAM TECHNOLOGY (PVT) LTD","14- LAWRENCE ROAD, LAHORE","MR. IMRAN AHMAD - Chief Executive","042-36311264 042-36304919","sales@kadkamparts.com","AUTO PARTS","AUTO PARTS"
"44807-C","NATIONAL PLASTIC INDUSTRIES","AL-JANNAT ROAD, SIGGIAN BYPASS, SHAHDARA, LAHORE","MR. NASIR HUSSAIN DAR - Managing Partner","042-37163400 042-37163401","info@nationalplasticindustries.com","AUTO PARTS","AUTO PARTS"
"45249-C","PRECISION FORGING (PVT) LTD","17-K.M- SHEIKHUPURA ROAD LAHORE","MR. NASEER AHMAD BUTT - Chief Executive","042-37970422 042-37970433","PRECISIONFORGE@YAHOO.COM","AUTO PARTS","AUTO PARTS"
"47566-A","ZAHOOR DIE CASTING COMPANY","23-K.M- FEROZEPUR ROAD, ROHI NALA, LAHORE","SH. AZHAR ZAHOOR - Managing Partner","042-35260597","info@zdc.com.pk","AUTO PARTS","AUTO PARTS"
"48371-C","M. USMAN & SONS","OPP. CHOHAN ROAD, AKRAM PARK, BUND ROAD, LAHORE","MR. IKHLAQ UR REHMAN - Managing Partner","042-37150441 042-37150442","info@mus.com.pk","AUTO PARTS","AUTO PARTS, TRACTOR PARTS,"
"48395-C","INTERLINK ENTERPRISES","PLOT # 118,2-K.M. MOMANPURA ROAD,AL-SIRAJ PARK, DAROGHAWALA, LAHORE-54931","MR. KAMRAN ABDUL RAZZAQ - Managing Partner","042-36540940 042-36540942","interlink@interlink.com.pk","AUTO PARTS","AUTO PARTS"
"49549-C","HUSSAIN ENGINEERS","GUNJ-E-SANDHU ROAD, TAIJ GARH, YADGAR SHUHADA STOP, G.T. ROAD WAHGAH TOWN, LAHORE","MR. WALI ULLAH GHAZNAVI - Proprietor","","info@hussaineng.com","AUTO PARTS","AUTO PARTS"
"49879-A","AXCEL AUTOS","3 ABDUL KARIM ROAD LAHORE","MR. SHAUKAT ALI - Proprietor","042-36375252","","AUTO PARTS","AUTO PARTS"
"49881-C","PROGRESSIVE AUTO INDUSTRIES","OPP.M.S MACHINERY PLANT MOMINPURA ROAD DARUGHAWALA LAHORE","MR. MUHAMMAD ILYAS - Proprietor","042-36531012 042-36531015","ambriguide@hotmail.com","AUTO PARTS","AUTO PARTS"
"50079-A","SHAN IRON STORE","BAKAR MANDI, BUND ROAD, LAHORE","MR. FAISAL BUTT - Managing Partner","042-37417574 042-37400135","bazzigar007@hotmail.com","AUTO PARTS","BUS BODY MATERIAL"
"51565-A","NOBEL PAK INDUSTRIES","162/S, QUAID-E-AZAM INDUSTRIAL ESTATE, KOT LAKHPAT, LAHORE","MALIK TAHIR JAVAID - Managing Partner","042-35115962 042-35118436","tahir@mgaautos.com","AUTO PARTS","AUTO PARTS"
"53771-A","TIMES MOTORS","BASEMENT CITY CAR CENTER, 16- MONTGOMERY ROAD LAHORE","MR. ABDUL QAYYUM - Proprietor","042-36283217","timesmotors@gmail.com","AUTO PARTS","CAR ACCESSORIES & SEAT COVERS"
"53922-C","STEEL CRAFT (PVT) LTD","113-6 INDUSTRIAL AREA, KOT LAKHPAT, LAHORE","MR. ADEEL NAWAZ - Director","042-35120290 042-35123026","info@steelcraft.net.pk","AUTO PARTS","AUTO PARTS"
"54969-C","ADEEL ENGINEERING WORKS","ALI HAJVERI PARK, MOMMANPURA ROAD, DAROGHAWALA LAHORE","MR. M. ARIF - Proprietor","042-36557117","cuggadeel@yahoo.com","AUTO PARTS","AUTO PARTS"
"55122-C","AUTOMOTIVE ENGINEERING (PVT) LTD","38-M- QUAID-E-AZAM INDUSTRIAL ESTATE KOT LAKHPAT, LAHORE","MR. HASSAN SAQIB - Director","042-35145782","ael_pak@yahoo.com","AUTO PARTS","AUTO PARTS"
"55640-C","AL-HADEED TECH","P-93, AL-SIRAJ, BEHIND MADRISA JALALIA, MOMINPURA ROAD, DAROGHAWALA, LAHORE","MR. MUHAMMAD YOUSAF - Proprietor","042-36506550 042-36550650","alhadeedtech@yahoo.com","AUTO PARTS","FLYWHEEL RING GEAR ( STARTER RING GEAR)"
"56149-A","MALIK FOUNDRY","NEAR AHBAB HOSPITAL, MULANA AHMED ALI ROAD, RAVI ROAD, LAHORE","MR. MUHAMMAD ASIF - Proprietor","042-37701033","","AUTO PARTS","PISTON"
"56150-A","FOUR STAR ENGINERRING WORKS","NEAR AHBAB HOSPITAL, MULANA AHMED ALI ROAD, RAVI ROAD, LAHORE","MR. MUHAMMAD ASLAM - Proprietor","042-37721597 042-37723711","aslamanzoor@pakpiston.com","AUTO PARTS","PISTON"
"56924-C","S.B. ENGINEERING","LAHORE RING ROAD, SERVICE LINE, GILLAN WALA KHOO, NEAR BHAINI UNDER PASS, DAROGHAWALA, LAHORE","MR. MUHAMMAD NASEER - Proprietor","042-36548482","s_bengg@yahoo.com","AUTO PARTS","AUTO PARTS"
"57174-C","MILLAT INDUSTRIAL PRODUCTS LTD.","49-K.M. MULTAN ROAD, BHAI PHERU,DISTT KASUR","MR. SIKANDAR M. KHAN - Director","049-4540028_","millatbatteries@yahoo.com","AUTO PARTS","AUTO MOTIVE BATERIES"
"57346-C","FINE TECH","4-A, AKBAR ROAD, KACHUPURA, LAHORE","MR. ASHFAQ SIDDIQUE - Proprietor","042-36263806","malikashfaq1@icloud.com","AUTO PARTS","AUTO PARTS OF VEHICLE"
"58101-C","Q TECH","19-K.M- MULTAN ROAD,MOZAMMAL TOWN, CHUNG, LAHORE","SH. RIAZ AHMED - Partner","042-37514816 042-37514817","qtech_lhr@yahoo.com","AUTO PARTS","AUTO PARTS"
"58448-C","SPLENDID SEALING INDUSTRY","NAIN SUKH,NEAR AKHLAS MASJID, SAGIAN BY PASS ROAD, LAHORE","MR. YAHYA BAKHTIAR - Partner","042-37934178 042-37163544","spk_seals@hotmail.com","AUTO PARTS","Auto Sealing Parts. Spare Parts"
"59339-A","NEW RUBBER MOULDERS","BURF WALI GHATTI,NEAR EIK MINAR WALI MASJID, MAIN BUND ROAD, SANDA KALAN, LAHORE","MR. RIAZ AHMAD - Proprietor","042-37142015","nrstore@brain.net.pk","AUTO PARTS","AUTO PARTS"
"59562-C","RAZZAQ ENGINEERING WORKS","PLOT NO 2 ST NO 2 AL SIRAJ PARK MOMIN PURA DAROGHAWALA, LAHORE","MR. HAMID RAZZAQ - Managing Partner","042-36541080 042-36558895","rew786@gmail.com","AUTO PARTS","AUTO PARTS"
"59744-C","M.B. ENGINEERING","0.5-K.M-RING ROAD, OPP. TAJ KANTA, BHOGIWAL ROAD, LAHORE","MR. MUHAMMAD SALEEM - Proprietor","042-36885740","mbengineering740@gmail.com","AUTO PARTS MOTORCYCLES","AUTO PARTS"
"60496-C","WMZA FOUNDRY","DAWOOD COLONY ST # 1, SALAMATPURA G.T. ROAD LAHORE","MR. ABDUL WAHEED - Managing Partner","","wmza2001731@gmail.com","AUTO PARTS","AUTO PARTS"
"60638-C","AL-BADAR ENGINEERING COMPANY (PVT) LTD","191-G-III, JOHAR TOWN, LAHORE","MR. MUHAMMAD MUSHTAQ BUTT - Chief Executive","055-3214039_ 055-6603698_","albadarengg@gmail.com","AUTO PARTS","MOTORCYCLE RIM, KICK,BRAKE, PEDLE"
"61114-A","RAJ CORPORATION","15-B 11, GUJJER PURA, CHINA SCHEME, LAHORE","MR. ZAHID JAVED - Proprietor","042-38575902","rajcorporation@hotmail.com","AUTO PARTS","AUTO PARTS"
"61309-A","FINE AUTOS BODY PARTS","PLOT # 26,STREET NO.4, MAJID STREET,NEAR SHERA KOT, BUND ROAD UMER TOWN, LAHORE","MR. ZAHEER AHMAD - Proprietor","042-37411396 042-37400967","fabp7485@yahoo.com","AUTO PARTS","AUTO BODY PARTS"
"62360-C","MACHINE ZONE (PVT) LTD","15-PESHAWAR BLOCK, FORTRESS STADIUM, CANTT- LAHORE","MR. TARIQ JAWAD CHAUDHRY - Chief Executive","042-36675595 042-36660085","ceo@machinezone.biz","AUTO PARTS","AUTO PARTS"
"62661-A","QOSAIN ENTERPRISES","325- G.T. ROAD,HAJVAIRY MARKET, DAROGHAWALA, LAHORE","MR. MOHAMMAD SHAHZAD ZAFAR - Proprietor","042-36860962","","AUTO PARTS","AUTO TRACTOR PARTS"
"63715-C","WAQAR USMAN AUTO ENGINEERING","MAIN HANDO CHOWK, NEAR ZAIN KANTA, MOMINPURA ROAD, CANTT- LAHORE","CH. MUHAMMAD MANSHA - Proprietor","","","AUTO PARTS","AUTO PARTS"
"64825-C","2-K ENGINEERING (PVT) LTD","KHASRA # 2871, OPPOSITE MIAN TOWN UNDER PASS, NEAR SHARIF PURA, QABRISTAN, BHAINI ROAD, LAKHO DAIR, LAHORE","MR. KHALID IDREES - Chief Executive","","2kengpvtltd@gmail.com","AUTO PARTS","AUTO PARTS"
"64962-C","RAO-TECH","87-M, MR. DENIM BOULEVARD INDUSTRIAL AREA, KOT LAKHPAT, LAHORE","MR. MUHAMMAD PERVAIZ - Managing Partner","042-35215746 042-35043263","pervaiz_butt@hotmail.com","AUTO PARTS","AUTO PARTS(MOTOR CYCLES& RICKSHAW)"
"66855-A","IRFAN IMPEX","18-KM-MULTAN ROAD, NEAR HIGHNOON LABORATORIES, LAHORE","MR. IRFAN YOUSAF - Proprietor","042-37152302","","AUTO PARTS","PLASTIC WHEEL COVERS"
"67364-A","AFZAL AUTOS CENTRE","B-64, BADDAMI BAGH CENTRE , BADAMI BAGH, LAHORE","MR. MUHAMMAD AFZAL - Proprietor","042-37700324","championrubberparts@hotmail.com","AUTO PARTS","AUTO PARTS"
"67421-A","LIZA TRADERS","54-GHANDA ENGINE, GAWAL MANDI, LAHORE","MR. FAISAL AZEEM - Proprietor","042-37221753","","AUTO PARTS","TOYATA, HONDA, MAZDA TRACTOR SLEEP CYLINDER LINNER ALL CARS ENGINE LINNER."
"67625-A","RATH GROUP","7- WAZIR ALI CENTRE, BADAMI BAGH, LAHORE","MR. MUHAMMAD YOUNAS RATH - Proprietor","042-37728512 042-37728513","rathgroup@hotmail.com","AUTO PARTS","AUTO PARTS"
"68518-A","FAISAL BROTHERS","SHOP NO.5,BUTT AUTO MARKET, BADAMI BAGH, LAHORE","MR. MUHAMMAD FAISAL AKRAM - Proprietor","","","AUTO PARTS","AUTO PARTS"
"70275-C","HAFIZ ENGINEERING WORKS","87-M MR DENIM BOULEVARD INDUSTRIAL AREA, KOT LAKHPAT, LAHORE","MR. ZAHOOR AHMED RAO - Proprietor","042-35150069","zahoor_hew@yahoo.com","AUTO PARTS","AUTO PARTS (MOTORCYCLE)"
"70452-C","AH ASSOCIATES","2ND FLOOR, OPP. RAMZAN ALI HOSPITAL, MEHTHA STREET , 16-E, TEMPLE ROAD, KASUR","MR. MUHAMMAD AHMAD - Proprietor","","ahassociateslhr@gmail.com","AUTO PARTS","AUTO PARTS"
"71409-C","EJAZ ENGINEERING","STREET NO.46-S, RAMZAN STREET, SHAH GOHARABAD, SHALIMAR TOWN, LAHORE","MR. MUHAMMAD EJAZ TARIQ - Managing Partner","042-38477756","ejazengireeing@yahoo.com","AUTO PARTS","AUTO PARTS"
"72200-C","SOLO TECH","1.5-K.M-KHANA KACHA ROAD, OFF FEROZEPUR ROAD, ANWAR TOWN, LAHORE","MR. MASOOD TARIQ - Managing Partner","042-35238312 042-35238314","solotechpk@gmail.com","AUTO PARTS","AUTO RARTS"
